,sample index,Time_Stamps,audio_file_name,image_file_name,class_name,class_name_v2,Layer number,Sample number,class_name_v3,X,Y,Z,Vx,Vy,Vz,Speed
4495,4496,179.8,sample_21_4496.wav,sample_21_4496.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,5.001,0.011,17.179,-25.745,-0.099,-0.721,25.755
4496,4497,179.84,sample_21_4497.wav,sample_21_4497.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,3.993,0.016,17.17,-24.384,-0.123,0.0,24.384
4497,4498,179.88,sample_21_4498.wav,sample_21_4498.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,3.003,0.01,17.165,-25.396,0.48,-0.732,25.411
4498,4499,179.92000000000002,sample_21_4499.wav,sample_21_4499.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,2.001,0.01,17.168,-24.817,-0.075,0.15,24.818
4499,4500,179.96,sample_21_4500.wav,sample_21_4500.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,1.115,0.058,17.141,-20.035,0.318,-0.147,20.038
4500,4501,180.0,sample_21_4501.wav,sample_21_4501.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,0.489,0.046,17.169,-12.252,-0.429,1.01,12.301
4501,4502,180.04,sample_21_4502.wav,sample_21_4502.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,0.157,0.041,17.187,-5.135,0.149,0.099,5.138
4502,4503,180.08,sample_21_4503.wav,sample_21_4503.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,0.057,-0.01,17.228,-1.886,-2.364,1.459,3.358
4503,4504,180.12,sample_21_4504.wav,sample_21_4504.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,0.045,-0.016,17.224,-0.346,0.198,-0.42,0.579
4504,4505,180.16,sample_21_4505.wav,sample_21_4505.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,0.045,-0.028,17.292,-0.425,0.325,0.225,0.581
4505,4506,180.20000000000002,sample_21_4506.wav,sample_21_4506.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,0.042,-0.028,17.354,0.074,0.074,2.382,2.384
4506,4507,180.24,sample_21_4507.wav,sample_21_4507.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,0.043,-0.031,17.46,-0.05,-0.05,2.598,2.599
4507,4508,180.28,sample_21_4508.wav,sample_21_4508.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,0.026,-0.019,17.515,-0.863,0.889,-0.863,1.51
4508,4509,180.32,sample_21_4509.wav,sample_21_4509.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,0.023,-0.018,17.559,-0.051,0.0,0.204,0.21
4509,4510,180.36,sample_21_4510.wav,sample_21_4510.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,0.019,-0.014,17.563,0.038,0.152,0.057,0.167
4510,4511,180.4,sample_21_4511.wav,sample_21_4511.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,0.077,0.011,17.539,3.446,0.025,-0.578,3.494
4511,4512,180.44,sample_21_4512.wav,sample_21_4512.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,0.438,-0.1,17.614,15.596,-4.96,4.602,17.0
4512,4513,180.48,sample_21_4513.wav,sample_21_4513.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,1.143,-0.198,17.721,21.207,-2.204,2.027,21.418
4513,4514,180.52,sample_21_4514.wav,sample_21_4514.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,2.132,-0.26,17.8,25.541,-0.125,0.3,25.544
4514,4515,180.56,sample_21_4515.wav,sample_21_4515.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,3.186,-0.168,17.764,26.164,2.594,-1.003,26.311
4515,4516,180.6,sample_21_4516.wav,sample_21_4516.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,4.231,-0.095,17.721,24.595,1.586,-2.517,24.775
4516,4517,180.64000000000001,sample_21_4517.wav,sample_21_4517.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,5.223,-0.072,17.657,24.082,0.552,-1.984,24.169
4517,4518,180.68,sample_21_4518.wav,sample_21_4518.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,6.211,-0.065,17.626,23.835,0.533,-0.799,23.854
4518,4519,180.72,sample_21_4519.wav,sample_21_4519.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,7.22,-0.06,17.621,25.803,-0.376,1.102,25.829
4519,4520,180.76,sample_21_4520.wav,sample_21_4520.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,8.202,-0.053,17.602,24.585,-0.94,0.791,24.616
4520,4521,180.8,sample_21_4521.wav,sample_21_4521.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,9.08,-0.052,17.586,24.875,-0.33,0.0,24.877
4521,4522,180.84,sample_21_4522.wav,sample_21_4522.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,10.171,-0.06,17.59,25.195,0.025,0.576,25.202
4522,4523,180.88,sample_21_4523.wav,sample_21_4523.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,11.173,-0.059,17.6,25.719,0.279,0.127,25.721
4523,4524,180.92000000000002,sample_21_4524.wav,sample_21_4524.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,12.162,-0.061,17.603,19.221,-0.077,0.23,19.222
4524,4525,180.96,sample_21_4525.wav,sample_21_4525.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,13.157,-0.068,17.601,24.308,-0.274,-0.573,24.316
4525,4526,181.0,sample_21_4526.wav,sample_21_4526.jpg,Keyhole pores,Defective,45.0,21,Keyhole pores,14.143,-0.07,17.605,24.413,0.175,-0.376,24.416
4526,4527,181.04,sample_21_4527.wav,sample_21_4527.jpg,Keyhole pores,Defective,45.0,21,,15.139,-0.069,17.605,24.598,0.544,-1.039,24.626
4527,4528,181.08,sample_21_4528.wav,sample_21_4528.jpg,Laser-off,Laser-off,,21,,16.166,-0.074,17.615,25.316,0.76,-0.431,25.331
4528,4529,181.12,sample_21_4529.wav,sample_21_4529.jpg,Laser-off,Laser-off,,21,Laser-off,17.166,-0.07,17.604,24.412,0.151,-0.529,24.418
4529,4530,181.16,sample_21_4530.wav,sample_21_4530.jpg,Laser-off,Laser-off,,21,Laser-off,18.156,-0.077,17.605,24.423,-0.545,0.694,24.439
4530,4531,181.20000000000002,sample_21_4531.wav,sample_21_4531.jpg,Laser-off,Laser-off,,21,Laser-off,19.156,-0.071,17.609,25.83,-0.101,0.806,25.843
4531,4532,181.24,sample_21_4532.wav,sample_21_4532.jpg,Laser-off,Laser-off,,21,Laser-off,20.159,-0.055,17.604,25.44,0.371,-0.049,25.442
4532,4533,181.28,sample_21_4533.wav,sample_21_4533.jpg,Laser-off,Laser-off,,21,,21.167,-0.048,17.601,25.08,-0.149,-0.074,25.081
4533,4534,181.32,sample_21_4534.wav,sample_21_4534.jpg,Keyhole pores,Defective,46.0,21,,22.151,-0.042,17.575,24.915,-0.302,-0.402,24.92
4534,4535,181.36,sample_21_4535.wav,sample_21_4535.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,23.15,-0.049,17.588,25.032,-0.305,0.228,25.035
4535,4536,181.4,sample_21_4536.wav,sample_21_4536.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,24.144,-0.046,17.582,25.233,0.173,0.272,25.235
4536,4537,181.44,sample_21_4537.wav,sample_21_4537.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,25.157,-0.038,17.581,26.059,0.579,-0.176,26.066
4537,4538,181.48,sample_21_4538.wav,sample_21_4538.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,26.174,-0.035,17.58,29.435,0.173,0.087,29.435
4538,4539,181.52,sample_21_4539.wav,sample_21_4539.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,27.174,-0.039,17.587,23.417,0.343,-1.199,23.45
4539,4540,181.56,sample_21_4540.wav,sample_21_4540.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,28.168,-0.041,17.601,24.199,0.672,-0.722,24.219
4540,4541,181.6,sample_21_4541.wav,sample_21_4541.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,29.169,-0.036,17.591,23.294,0.979,-0.979,23.335
4541,4542,181.64000000000001,sample_21_4542.wav,sample_21_4542.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,30.077,-0.039,17.596,25.418,-0.555,0.706,25.434
4542,4543,181.68,sample_21_4543.wav,sample_21_4543.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,31.168,-0.042,17.591,19.145,-0.342,0.551,19.156
4543,4544,181.72,sample_21_4544.wav,sample_21_4544.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,32.164,-0.053,17.605,22.591,-0.676,1.014,22.624
4544,4545,181.76,sample_21_4545.wav,sample_21_4545.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,33.161,-0.047,17.597,24.843,-0.732,0.146,24.854
4545,4546,181.8,sample_21_4546.wav,sample_21_4546.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,34.159,-0.026,17.582,26.252,0.519,-0.208,26.258
4546,4547,181.84,sample_21_4547.wav,sample_21_4547.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,35.169,-0.019,17.569,25.276,0.296,-0.593,25.284
4547,4548,181.88,sample_21_4548.wav,sample_21_4548.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,36.167,-0.023,17.572,24.387,-0.417,0.123,24.391
4548,4549,181.92000000000002,sample_21_4549.wav,sample_21_4549.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,37.163,-0.026,17.569,24.523,-0.05,-0.649,24.531
4549,4550,181.96,sample_21_4550.wav,sample_21_4550.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,38.165,-0.023,17.564,25.395,-0.327,0.553,25.403
4550,4551,182.0,sample_21_4551.wav,sample_21_4551.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,39.176,-0.01,17.564,24.615,-0.025,0.197,24.615
4551,4552,182.04,sample_21_4552.wav,sample_21_4552.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,40.176,-0.01,17.575,26.118,-0.129,0.672,26.126
4552,4553,182.08,sample_21_4553.wav,sample_21_4553.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,41.164,-0.019,17.571,24.565,0.025,-0.502,24.57
4553,4554,182.12,sample_21_4554.wav,sample_21_4554.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,42.165,-0.022,17.565,23.96,0.321,-0.915,23.979
4554,4555,182.16,sample_21_4555.wav,sample_21_4555.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,43.158,-0.017,17.562,24.748,0.706,0.151,24.759
4555,4556,182.20000000000002,sample_21_4556.wav,sample_21_4556.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,44.166,-0.011,17.573,25.06,0.799,-0.449,25.077
4556,4557,182.24,sample_21_4557.wav,sample_21_4557.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,45.174,-0.016,17.586,24.943,0.542,0.148,24.95
4557,4558,182.28,sample_21_4558.wav,sample_21_4558.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,46.177,-0.021,17.577,24.641,-0.201,-0.629,24.65
4558,4559,182.32,sample_21_4559.wav,sample_21_4559.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,47.18,-0.021,17.579,25.403,-0.276,0.628,25.412
4559,4560,182.36,sample_21_4560.wav,sample_21_4560.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,48.174,-0.015,17.567,23.79,-0.512,0.558,23.802
4560,4561,182.4,sample_21_4561.wav,sample_21_4561.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,49.184,-0.018,17.575,25.427,-0.377,0.226,25.431
4561,4562,182.44,sample_21_4562.wav,sample_21_4562.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,50.17,-0.018,17.556,25.475,-0.473,0.349,25.482
4562,4563,182.48,sample_21_4563.wav,sample_21_4563.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,51.173,-0.016,17.563,25.635,-0.18,-0.128,25.636
4563,4564,182.52,sample_21_4564.wav,sample_21_4564.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,52.187,-0.013,17.576,25.948,0.077,0.638,25.956
4564,4565,182.56,sample_21_4565.wav,sample_21_4565.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,53.182,-0.003,17.574,24.774,0.025,-0.251,24.776
4565,4566,182.6,sample_21_4566.wav,sample_21_4566.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,54.172,0.001,17.569,24.196,-0.147,0.098,24.197
4566,4567,182.64000000000001,sample_21_4567.wav,sample_21_4567.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,55.173,-0.009,17.56,25.889,0.101,0.658,25.897
4567,4568,182.68,sample_21_4568.wav,sample_21_4568.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,56.179,-0.01,17.568,26.342,0.209,0.052,26.343
4568,4569,182.72,sample_21_4569.wav,sample_21_4569.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,57.188,-0.005,17.57,25.473,-0.151,1.207,25.502
4569,4570,182.76,sample_21_4570.wav,sample_21_4570.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,58.187,0.005,17.557,24.631,-0.251,-0.326,24.634
4570,4571,182.8,sample_21_4571.wav,sample_21_4571.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,59.186,-0.0,17.558,24.887,-0.301,-0.025,24.888
4571,4572,182.84,sample_21_4572.wav,sample_21_4572.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,60.172,-0.011,17.56,24.387,0.196,-0.319,24.39
4572,4573,182.88,sample_21_4573.wav,sample_21_4573.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,61.175,-0.011,17.557,25.869,0.72,-0.951,25.896
4573,4574,182.92000000000002,sample_21_4574.wav,sample_21_4574.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,62.18,0.001,17.547,24.928,1.03,-1.156,24.976
4574,4575,182.96,sample_21_4575.wav,sample_21_4575.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,63.167,0.006,17.544,23.283,0.492,-1.18,23.318
4575,4576,183.0,sample_21_4576.wav,sample_21_4576.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,64.175,-0.005,17.569,24.561,0.253,-0.48,24.567
4576,4577,183.04,sample_21_4577.wav,sample_21_4577.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,65.176,-0.012,17.567,24.589,0.297,-1.066,24.614
4577,4578,183.08,sample_21_4578.wav,sample_21_4578.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,66.187,-0.006,17.565,24.7,0.713,-0.467,24.715
4578,4579,183.12,sample_21_4579.wav,sample_21_4579.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,67.188,-0.001,17.565,25.329,0.251,0.226,25.331
4579,4580,183.16,sample_21_4580.wav,sample_21_4580.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,68.188,0.001,17.568,24.522,-0.298,-0.199,24.524
4580,4581,183.20000000000002,sample_21_4581.wav,sample_21_4581.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,69.087,-0.005,17.564,25.67,-0.938,0.583,25.693
4581,4582,183.24,sample_21_4582.wav,sample_21_4582.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,70.185,-0.014,17.562,25.538,-0.756,1.084,25.573
4582,4583,183.28,sample_21_4583.wav,sample_21_4583.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,71.191,-0.002,17.57,32.209,-0.374,1.091,32.229
4583,4584,183.32,sample_21_4584.wav,sample_21_4584.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,72.194,0.002,17.576,25.252,-0.246,1.404,25.292
4584,4585,183.36,sample_21_4585.wav,sample_21_4585.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,73.178,-0.001,17.561,25.378,-0.659,-0.152,25.387
4585,4586,183.4,sample_21_4586.wav,sample_21_4586.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,74.172,-0.011,17.56,25.608,-0.454,0.731,25.622
4586,4587,183.44,sample_21_4587.wav,sample_21_4587.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,75.162,-0.008,17.552,23.962,-0.579,0.362,23.972
4587,4588,183.48,sample_21_4588.wav,sample_21_4588.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,76.176,0.0,17.562,25.417,-0.247,0.716,25.428
4588,4589,183.52,sample_21_4589.wav,sample_21_4589.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,77.175,0.001,17.572,25.715,0.0,0.832,25.728
4589,4590,183.56,sample_21_4590.wav,sample_21_4590.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,78.177,-0.001,17.563,25.115,0.0,0.0,25.115
4590,4591,183.6,sample_21_4591.wav,sample_21_4591.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,79.189,-0.011,17.571,26.04,-0.181,0.052,26.04
4591,4592,183.64000000000001,sample_21_4592.wav,sample_21_4592.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,80.182,-0.01,17.566,24.93,0.0,0.576,24.937
4592,4593,183.68,sample_21_4593.wav,sample_21_4593.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,81.175,0.003,17.558,23.817,0.266,-0.459,23.823
4593,4594,183.72,sample_21_4594.wav,sample_21_4594.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,82.175,0.003,17.552,25.531,-0.379,0.631,25.542
4594,4595,183.76,sample_21_4595.wav,sample_21_4595.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,83.172,0.0,17.56,25.44,-0.555,1.11,25.47
4595,4596,183.8,sample_21_4596.wav,sample_21_4596.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,84.168,-0.006,17.574,24.129,0.048,0.048,24.129
4596,4597,183.84,sample_21_4597.wav,sample_21_4597.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,85.177,-0.001,17.572,25.779,0.581,-0.379,25.788
4597,4598,183.88,sample_21_4598.wav,sample_21_4598.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,86.178,0.005,17.557,25.196,-0.227,0.202,25.198
4598,4599,183.92000000000002,sample_21_4599.wav,sample_21_4599.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,87.171,0.001,17.556,24.05,-0.439,-0.195,24.054
4599,4600,183.96,sample_21_4600.wav,sample_21_4600.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,88.177,-0.011,17.565,25.449,-0.858,1.414,25.503
4600,4601,184.0,sample_21_4601.wav,sample_21_4601.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,89.035,-0.052,17.597,19.201,0.176,-0.479,19.208
4601,4602,184.04,sample_21_4602.wav,sample_21_4602.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,89.609,-0.046,17.589,10.704,-0.099,0.025,10.705
4602,4603,184.08,sample_21_4603.wav,sample_21_4603.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,89.867,-0.033,17.567,2.583,0.517,-1.279,2.929
4603,4604,184.12,sample_21_4604.wav,sample_21_4604.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,89.93,0.031,17.511,0.543,0.568,0.0,0.786
4604,4605,184.16,sample_21_4605.wav,sample_21_4605.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,89.941,0.029,17.518,0.295,-0.025,0.049,0.3
4605,4606,184.20000000000002,sample_21_4606.wav,sample_21_4606.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,89.968,0.018,17.565,-0.05,0.025,0.076,0.094
4606,4607,184.24,sample_21_4607.wav,sample_21_4607.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,89.964,0.022,17.621,-0.177,0.05,1.765,1.775
4607,4608,184.28,sample_21_4608.wav,sample_21_4608.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,89.966,0.021,17.699,-0.125,0.1,2.399,2.404
4608,4609,184.32,sample_21_4609.wav,sample_21_4609.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,89.966,0.021,17.709,0.0,0.034,0.682,0.683
4609,4610,184.36,sample_21_4610.wav,sample_21_4610.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,89.972,0.02,17.842,0.175,0.025,0.501,0.532
4610,4611,184.4,sample_21_4611.wav,sample_21_4611.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,89.975,0.011,17.883,0.123,-0.589,2.625,2.693
4611,4612,184.44,sample_21_4612.wav,sample_21_4612.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,89.88,0.026,18.017,-6.547,1.319,2.489,7.128
4612,4613,184.48,sample_21_4613.wav,sample_21_4613.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,89.46,0.143,18.045,-13.393,3.534,0.198,13.853
4613,4614,184.52,sample_21_4614.wav,sample_21_4614.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,88.675,0.252,18.013,-21.72,2.49,-1.824,21.938
4614,4615,184.56,sample_21_4615.wav,sample_21_4615.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,87.69,0.298,17.977,-27.425,-1.919,0.631,27.499
4615,4616,184.6,sample_21_4616.wav,sample_21_4616.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,86.596,0.186,17.983,-27.272,-2.145,-1.504,27.397
4616,4617,184.64000000000001,sample_21_4617.wav,sample_21_4617.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,85.552,0.119,17.978,-25.072,-1.182,0.025,25.1
4617,4618,184.68,sample_21_4618.wav,sample_21_4618.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,84.546,0.095,17.97,-25.458,-0.497,-0.82,25.476
4618,4619,184.72,sample_21_4619.wav,sample_21_4619.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,83.554,0.066,17.977,-25.911,0.0,-1.036,25.932
4619,4620,184.76,sample_21_4620.wav,sample_21_4620.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,82.564,0.059,17.965,-23.38,0.315,-0.145,23.382
4620,4621,184.8,sample_21_4621.wav,sample_21_4621.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,81.581,0.065,17.942,-24.91,1.096,-1.794,24.998
4621,4622,184.84,sample_21_4622.wav,sample_21_4622.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,80.591,0.068,17.94,-25.004,0.249,0.0,25.006
4622,4623,184.88,sample_21_4623.wav,sample_21_4623.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,79.604,0.067,17.935,-24.261,-0.025,0.491,24.266
4623,4624,184.92000000000002,sample_21_4624.wav,sample_21_4624.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,78.626,0.064,17.952,-25.423,-0.076,-0.227,25.424
4624,4625,184.96,sample_21_4625.wav,sample_21_4625.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,77.614,0.069,17.942,-25.523,0.025,0.101,25.523
4625,4626,185.0,sample_21_4626.wav,sample_21_4626.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,76.604,0.069,17.941,-24.019,0.36,0.36,24.024
4626,4627,185.04,sample_21_4627.wav,sample_21_4627.jpg,Keyhole pores,Defective,46.0,21,Keyhole pores,75.609,0.067,17.94,-24.736,0.101,-0.303,24.738
4627,4628,185.08,sample_21_4628.wav,sample_21_4628.jpg,Keyhole pores,Defective,46.0,21,,74.622,0.068,17.945,-24.289,0.221,0.123,24.29
4628,4629,185.12,sample_21_4629.wav,sample_21_4629.jpg,Laser-off,Laser-off,,21,,73.626,0.057,17.945,-25.268,-0.276,-0.1,25.27
4629,4630,185.16,sample_21_4630.wav,sample_21_4630.jpg,Laser-off,Laser-off,,21,Laser-off,72.616,0.05,17.946,-25.919,-0.283,0.154,25.921
4630,4631,185.20000000000002,sample_21_4631.wav,sample_21_4631.jpg,Laser-off,Laser-off,,21,Laser-off,71.613,0.049,17.946,-25.482,0.226,-0.352,25.486
4631,4632,185.24,sample_21_4632.wav,sample_21_4632.jpg,Laser-off,Laser-off,,21,Laser-off,70.626,0.052,17.948,-24.194,0.61,-0.684,24.212
4632,4633,185.28,sample_21_4633.wav,sample_21_4633.jpg,Laser-off,Laser-off,,21,,69.633,0.057,17.936,-24.923,0.15,-0.577,24.93
4633,4634,185.32,sample_21_4634.wav,sample_21_4634.jpg,Keyhole pores,Defective,47.0,21,,68.634,0.061,17.928,-26.036,0.433,-0.636,26.048
4634,4635,185.36,sample_21_4635.wav,sample_21_4635.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,67.614,0.057,17.926,-25.444,-0.245,-0.367,25.448
4635,4636,185.4,sample_21_4636.wav,sample_21_4636.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,66.614,0.055,17.937,-25.131,-0.15,0.349,25.134
4636,4637,185.44,sample_21_4637.wav,sample_21_4637.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,65.624,0.057,17.938,-24.719,0.025,-0.075,24.719
4637,4638,185.48,sample_21_4638.wav,sample_21_4638.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,64.634,0.061,17.939,-21.82,0.199,0.419,21.825
4638,4639,185.52,sample_21_4639.wav,sample_21_4639.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,63.624,0.064,17.942,-24.901,-0.202,0.859,24.917
4639,4640,185.56,sample_21_4640.wav,sample_21_4640.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,62.622,0.065,17.936,-23.986,-0.422,0.521,23.995
4640,4641,185.6,sample_21_4641.wav,sample_21_4641.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,61.632,0.065,17.936,-24.32,-0.761,0.54,24.338
4641,4642,185.64000000000001,sample_21_4642.wav,sample_21_4642.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,60.634,0.062,17.933,-24.373,-0.677,0.827,24.396
4642,4643,185.68,sample_21_4643.wav,sample_21_4643.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,59.628,0.062,17.937,-25.086,-0.226,0.352,25.089
4643,4644,185.72,sample_21_4644.wav,sample_21_4644.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,58.632,0.058,17.942,-24.14,-0.342,0.465,24.147
4644,4645,185.76,sample_21_4645.wav,sample_21_4645.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,57.617,0.06,17.936,-25.317,-0.276,-0.477,25.323
4645,4646,185.8,sample_21_4646.wav,sample_21_4646.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,56.615,0.058,17.933,-25.518,0.15,-0.6,25.525
4646,4647,185.84,sample_21_4647.wav,sample_21_4647.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,55.62,0.05,17.939,-24.589,0.171,-0.391,24.593
4647,4648,185.88,sample_21_4648.wav,sample_21_4648.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,54.608,0.043,17.943,-25.637,-0.05,0.0,25.637
4648,4649,185.92000000000002,sample_21_4649.wav,sample_21_4649.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,53.6,0.036,17.951,-25.505,0.555,-0.101,25.511
4649,4650,185.96,sample_21_4650.wav,sample_21_4650.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,53.198,0.033,17.954,-24.181,-0.65,0.578,24.196
4650,4651,186.0,sample_21_4651.wav,sample_21_4651.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,51.625,0.028,17.964,-25.21,-0.326,0.352,25.215
4651,4652,186.04,sample_21_4652.wav,sample_21_4652.jpg,Keyhole pores,Defective,47.0,21,Keyhole pores,50.623,0.026,17.963,-25.708,-0.177,-0.253,25.71
